"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Lämpötilan keskiarvo [°C]","Keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Ilmanpaineen keskiarvo [hPa]"
"Helsinki Kaisaniemi","2020","4","14","23:00","1.6","5","306","1001"
"Helsinki Kaisaniemi","2020","4","15","00:00","1.4","4.7","303","1000.9"
"Helsinki Kaisaniemi","2020","4","15","01:00","1","3.6","295","1000.6"
"Helsinki Kaisaniemi","2020","4","15","02:00","0.9","3.1","283","1000.4"
"Helsinki Kaisaniemi","2020","4","15","03:00","0.9","3.1","281","1000.2"
"Helsinki Kaisaniemi","2020","4","15","04:00","0.9","2.5","276","999.6"
"Helsinki Kaisaniemi","2020","4","15","05:00","0.9","2.3","258","999"
"Helsinki Kaisaniemi","2020","4","15","06:00","1.3","1.6","235","998"
"Helsinki Kaisaniemi","2020","4","15","07:00","1.6","3.3","246","997.1"
"Helsinki Kaisaniemi","2020","4","15","08:00","0.5","2.4","234","996.9"
"Helsinki Kaisaniemi","2020","4","15","09:00","0.6","2.3","173","996.3"
"Helsinki Kaisaniemi","2020","4","15","10:00","0.9","3.3","163","995.3"
"Helsinki Kaisaniemi","2020","4","15","11:00","1.8","2.3","180","994.6"
"Helsinki Kaisaniemi","2020","4","15","12:00","2.6","3.5","281","994.7"
"Helsinki Kaisaniemi","2020","4","15","13:00","3.6","4.8","317","995.2"
"Helsinki Kaisaniemi","2020","4","15","14:00","4.8","5.4","327","995.8"
"Helsinki Kaisaniemi","2020","4","15","15:00","6.1","5.4","332","996.4"
"Helsinki Kaisaniemi","2020","4","15","16:00","5.8","4.9","329","997.1"
"Helsinki Kaisaniemi","2020","4","15","17:00","6.8","6.6","326","997.7"
"Helsinki Kaisaniemi","2020","4","15","18:00","7.1","5.2","338","998.3"
"Helsinki Kaisaniemi","2020","4","15","19:00","6.6","2.3","338","998.6"
"Helsinki Kaisaniemi","2020","4","15","20:00","7.1","2.3","291","998.6"
"Helsinki Kaisaniemi","2020","4","15","21:00","6.7","4.5","300","998.7"
"Helsinki Kaisaniemi","2020","4","15","22:00","5.7","3.1","292","998.6"
"Helsinki Kaisaniemi","2020","4","15","23:00","4.9","2.6","281","997.7"
"Helsinki Kaisaniemi","2020","4","16","00:00","5.4","2.5","235","997.1"
"Helsinki Kaisaniemi","2020","4","16","01:00","5.2","3","249","996.5"
"Helsinki Kaisaniemi","2020","4","16","02:00","4.3","2.6","213","995.4"
"Helsinki Kaisaniemi","2020","4","16","03:00","2.8","3.4","170","993.4"
"Helsinki Kaisaniemi","2020","4","16","04:00","1.2","4.1","130","991.1"
"Helsinki Kaisaniemi","2020","4","16","05:00","0.4","5.8","114","989.1"
"Helsinki Kaisaniemi","2020","4","16","06:00","0.6","5.3","108","987.3"
"Helsinki Kaisaniemi","2020","4","16","07:00","0.7","4","86","986.7"
"Helsinki Kaisaniemi","2020","4","16","08:00","0.6","3.6","42","987"
"Helsinki Kaisaniemi","2020","4","16","09:00","0.9","3.9","43","987.4"
"Helsinki Kaisaniemi","2020","4","16","10:00","1.2","3.7","46","988.3"
"Helsinki Kaisaniemi","2020","4","16","11:00","1.1","2.5","2","989.7"
"Helsinki Kaisaniemi","2020","4","16","12:00","0.9","2.8","353","991.2"
"Helsinki Kaisaniemi","2020","4","16","13:00","1.5","3.7","355","992.9"
"Helsinki Kaisaniemi","2020","4","16","14:00","2.6","4.2","337","994.4"
"Helsinki Kaisaniemi","2020","4","16","15:00","4","5.3","328","995.7"
"Helsinki Kaisaniemi","2020","4","16","16:00","5.5","6.6","322","996.9"
"Helsinki Kaisaniemi","2020","4","16","17:00","6.2","6.9","310","997.7"
"Helsinki Kaisaniemi","2020","4","16","18:00","6.9","8.8","308","998"
"Helsinki Kaisaniemi","2020","4","16","19:00","6.6","7.4","307","998.5"
"Helsinki Kaisaniemi","2020","4","16","20:00","5.5","6.4","316","999.4"
"Helsinki Kaisaniemi","2020","4","16","21:00","4.4","5.9","312","1000.1"
"Helsinki Kaisaniemi","2020","4","16","22:00","3.9","5.5","303","1000.3"
"Helsinki Kaisaniemi","2020","4","16","23:00","3.5","5.6","301","1000.7"
"Helsinki Kaisaniemi","2020","4","17","00:00","2.8","4.8","297","1001"
"Helsinki Kaisaniemi","2020","4","17","01:00","2.5","5.2","299","1000.9"
"Helsinki Kaisaniemi","2020","4","17","02:00","2.3","5.2","298","1000.9"
"Helsinki Kaisaniemi","2020","4","17","03:00","2.1","5.4","298","1001"
"Helsinki Kaisaniemi","2020","4","17","04:00","1.8","5.4","301","1001"
"Helsinki Kaisaniemi","2020","4","17","05:00","1.8","6.2","306","1001.1"
"Helsinki Kaisaniemi","2020","4","17","06:00","1.8","5.9","308","1001.1"
"Helsinki Kaisaniemi","2020","4","17","07:00","1.8","6.1","305","1001.2"
"Helsinki Kaisaniemi","2020","4","17","08:00","2.4","6.2","310","1001.5"
"Helsinki Kaisaniemi","2020","4","17","09:00","3.4","7.3","312","1001.8"
"Helsinki Kaisaniemi","2020","4","17","10:00","4.3","7.5","310","1001.9"
"Helsinki Kaisaniemi","2020","4","17","11:00","5.2","7.9","308","1002"
"Helsinki Kaisaniemi","2020","4","17","12:00","5.8","9.4","309","1002.3"
"Helsinki Kaisaniemi","2020","4","17","13:00","6.3","8.8","317","1002.5"
"Helsinki Kaisaniemi","2020","4","17","14:00","6.9","8.8","317","1002.8"
"Helsinki Kaisaniemi","2020","4","17","15:00","7","9","320","1003.1"
"Helsinki Kaisaniemi","2020","4","17","16:00","7.3","9.7","324","1003.5"
"Helsinki Kaisaniemi","2020","4","17","17:00","7.2","9.6","328","1004"
"Helsinki Kaisaniemi","2020","4","17","18:00","6.3","9.6","329","1005.1"
"Helsinki Kaisaniemi","2020","4","17","19:00","6","8.9","329","1005.8"
"Helsinki Kaisaniemi","2020","4","17","20:00","6","8.1","330","1006.4"
"Helsinki Kaisaniemi","2020","4","17","21:00","5.7","7.1","329","1007.1"
"Helsinki Kaisaniemi","2020","4","17","22:00","5.4","6.5","324","1007.5"
"Helsinki Kaisaniemi","2020","4","17","23:00","5.3","5","312","1007.7"
"Helsinki Kaisaniemi","2020","4","18","00:00","4.8","5.6","309","1007.8"
"Helsinki Kaisaniemi","2020","4","18","01:00","3.9","5.3","312","1008.1"
"Helsinki Kaisaniemi","2020","4","18","02:00","3.2","5.3","308","1008.5"
"Helsinki Kaisaniemi","2020","4","18","03:00","2.9","5.7","311","1008.8"
"Helsinki Kaisaniemi","2020","4","18","04:00","2.6","5.9","312","1009"
"Helsinki Kaisaniemi","2020","4","18","05:00","2.5","6.3","315","1009.2"
"Helsinki Kaisaniemi","2020","4","18","06:00","2.5","6.8","321","1009.6"
"Helsinki Kaisaniemi","2020","4","18","07:00","2.5","6.4","325","1010"
"Helsinki Kaisaniemi","2020","4","18","08:00","3.1","6.1","321","1010.3"
"Helsinki Kaisaniemi","2020","4","18","09:00","4.7","5.8","320","1010.7"
"Helsinki Kaisaniemi","2020","4","18","10:00","6.1","7.2","326","1010.7"
"Helsinki Kaisaniemi","2020","4","18","11:00","7","8.3","323","1010.6"
"Helsinki Kaisaniemi","2020","4","18","12:00","7.7","8.7","325","1010.8"
"Helsinki Kaisaniemi","2020","4","18","13:00","8.4","7.9","323","1010.8"
"Helsinki Kaisaniemi","2020","4","18","14:00","8.8","7.5","330","1010.8"
"Helsinki Kaisaniemi","2020","4","18","15:00","8.8","7.2","329","1010.7"
"Helsinki Kaisaniemi","2020","4","18","16:00","8.7","7.8","332","1010.7"
"Helsinki Kaisaniemi","2020","4","18","17:00","9","7.2","324","1010.5"
"Helsinki Kaisaniemi","2020","4","18","18:00","9","7.6","333","1010.7"
"Helsinki Kaisaniemi","2020","4","18","19:00","9","6.9","331","1010.8"
"Helsinki Kaisaniemi","2020","4","18","20:00","7.7","6.8","345","1011.5"
"Helsinki Kaisaniemi","2020","4","18","21:00","6.7","5.6","349","1011.9"
"Helsinki Kaisaniemi","2020","4","18","22:00","6","6.3","349","1012.5"
"Helsinki Kaisaniemi","2020","4","18","23:00","5.2","4.4","346","1013.2"
"Helsinki Kaisaniemi","2020","4","19","00:00","4.9","4.8","343","1013.6"
"Helsinki Kaisaniemi","2020","4","19","01:00","4.7","4.6","348","1014"
"Helsinki Kaisaniemi","2020","4","19","02:00","4.3","4.7","342","1014.5"
"Helsinki Kaisaniemi","2020","4","19","03:00","4","4.4","344","1015"
"Helsinki Kaisaniemi","2020","4","19","04:00","3.9","4.5","350","1015.6"
"Helsinki Kaisaniemi","2020","4","19","05:00","3.4","4.3","354","1016"
"Helsinki Kaisaniemi","2020","4","19","06:00","2.8","3.7","355","1016.6"
"Helsinki Kaisaniemi","2020","4","19","07:00","2.2","3.6","344","1017.3"
"Helsinki Kaisaniemi","2020","4","19","08:00","2.7","4.3","353","1018"
"Helsinki Kaisaniemi","2020","4","19","09:00","4","4.5","354","1018.7"
"Helsinki Kaisaniemi","2020","4","19","10:00","5.2","4.1","347","1019.1"
"Helsinki Kaisaniemi","2020","4","19","11:00","6.6","4.4","341","1019.5"
"Helsinki Kaisaniemi","2020","4","19","12:00","7.5","5.2","3","1019.8"
"Helsinki Kaisaniemi","2020","4","19","13:00","7.9","4.4","355","1019.9"
"Helsinki Kaisaniemi","2020","4","19","14:00","8.5","3.9","352","1020.1"
"Helsinki Kaisaniemi","2020","4","19","15:00","9.1","4.6","336","1020.1"
"Helsinki Kaisaniemi","2020","4","19","16:00","9.3","3.5","352","1020.1"
"Helsinki Kaisaniemi","2020","4","19","17:00","9.5","3.8","341","1020.2"
"Helsinki Kaisaniemi","2020","4","19","18:00","9.3","3.8","340","1020.2"
"Helsinki Kaisaniemi","2020","4","19","19:00","8.9","4","1","1020.2"
"Helsinki Kaisaniemi","2020","4","19","20:00","8.6","3.5","360","1020.4"
"Helsinki Kaisaniemi","2020","4","19","21:00","8.4","2.2","14","1020.9"
"Helsinki Kaisaniemi","2020","4","19","22:00","7.6","1.4","360","1021.2"
"Helsinki Kaisaniemi","2020","4","19","23:00","7.3","1.9","298","1021.4"
"Helsinki Kaisaniemi","2020","4","20","00:00","7.6","2.5","307","1021.7"
"Helsinki Kaisaniemi","2020","4","20","01:00","7.2","3.2","325","1022.1"
"Helsinki Kaisaniemi","2020","4","20","02:00","7","3.1","330","1022.3"
"Helsinki Kaisaniemi","2020","4","20","03:00","6.7","2.9","332","1022.4"
"Helsinki Kaisaniemi","2020","4","20","04:00","6.5","3.2","328","1022.6"
"Helsinki Kaisaniemi","2020","4","20","05:00","6.5","3.9","332","1022.8"
"Helsinki Kaisaniemi","2020","4","20","06:00","6.3","3.6","330","1023"
"Helsinki Kaisaniemi","2020","4","20","07:00","6.2","3.8","330","1023.4"
"Helsinki Kaisaniemi","2020","4","20","08:00","6.4","3.1","342","1023.7"
"Helsinki Kaisaniemi","2020","4","20","09:00","7.8","4","346","1024"
"Helsinki Kaisaniemi","2020","4","20","10:00","9","4.5","340","1024.3"
"Helsinki Kaisaniemi","2020","4","20","11:00","10.4","4","356","1024.1"
"Helsinki Kaisaniemi","2020","4","20","12:00","11.2","6.1","339","1024.3"
"Helsinki Kaisaniemi","2020","4","20","13:00","10.9","4.9","1","1024.6"
"Helsinki Kaisaniemi","2020","4","20","14:00","10.8","5.2","340","1024.9"
"Helsinki Kaisaniemi","2020","4","20","15:00","10.9","5","345","1025.3"
"Helsinki Kaisaniemi","2020","4","20","16:00","10.9","4.2","360","1025.3"
"Helsinki Kaisaniemi","2020","4","20","17:00","11.4","3.6","346","1025.2"
"Helsinki Kaisaniemi","2020","4","20","18:00","11.7","2.8","342","1025"
"Helsinki Kaisaniemi","2020","4","20","19:00","12.2","1.8","337","1024.9"
"Helsinki Kaisaniemi","2020","4","20","20:00","10.7","2.6","230","1025"
"Helsinki Kaisaniemi","2020","4","20","21:00","9.6","2.7","253","1025.4"
"Helsinki Kaisaniemi","2020","4","20","22:00","9.9","2.4","264","1025.7"
"Helsinki Kaisaniemi","2020","4","20","23:00","10.1","2.5","266","1025.9"
"Helsinki Kaisaniemi","2020","4","21","00:00","10","3.9","4","1026.5"
"Helsinki Kaisaniemi","2020","4","21","01:00","9.6","3.7","21","1027"
"Helsinki Kaisaniemi","2020","4","21","02:00","8.7","3.4","23","1027.4"
"Helsinki Kaisaniemi","2020","4","21","03:00","7.4","2","7","1028.1"
"Helsinki Kaisaniemi","2020","4","21","04:00","7.2","1.9","349","1028.4"
"Helsinki Kaisaniemi","2020","4","21","05:00","7","2.1","355","1028.5"
"Helsinki Kaisaniemi","2020","4","21","06:00","5.5","2.7","348","1028.8"
"Helsinki Kaisaniemi","2020","4","21","07:00","5.2","2.9","350","1029.3"
"Helsinki Kaisaniemi","2020","4","21","08:00","5.8","3.2","359","1029.6"
"Helsinki Kaisaniemi","2020","4","21","09:00","7.7","2.8","358","1029.9"
"Helsinki Kaisaniemi","2020","4","21","10:00","9.7","2.9","10","1030"
"Helsinki Kaisaniemi","2020","4","21","11:00","10.9","4.4","23","1030.1"
"Helsinki Kaisaniemi","2020","4","21","12:00","12","3.7","4","1029.9"
"Helsinki Kaisaniemi","2020","4","21","13:00","13.1","4","348","1029.5"
"Helsinki Kaisaniemi","2020","4","21","14:00","13.9","4.7","339","1029.1"
"Helsinki Kaisaniemi","2020","4","21","15:00","14.3","4.7","342","1028.7"
"Helsinki Kaisaniemi","2020","4","21","16:00","14.9","4","334","1028"
"Helsinki Kaisaniemi","2020","4","21","17:00","14.8","4.2","325","1027.4"
"Helsinki Kaisaniemi","2020","4","21","18:00","15.4","5","335","1027.3"
"Helsinki Kaisaniemi","2020","4","21","19:00","15","5","342","1027.3"
"Helsinki Kaisaniemi","2020","4","21","20:00","14.2","4.7","335","1027.3"
"Helsinki Kaisaniemi","2020","4","21","21:00","12.9","3","339","1027.3"
"Helsinki Kaisaniemi","2020","4","21","22:00","11.2","1.8","353","1027.4"
"Helsinki Kaisaniemi","2020","4","21","23:00","9.6","1.4","23","1027.3"
"Helsinki Kaisaniemi","2020","4","22","00:00","8.1","1.8","340","1027.3"
"Helsinki Kaisaniemi","2020","4","22","01:00","7.8","1.9","327","1027.5"
"Helsinki Kaisaniemi","2020","4","22","02:00","7","1.3","335","1027.5"
"Helsinki Kaisaniemi","2020","4","22","03:00","6.5","0.9","1","1027.9"
"Helsinki Kaisaniemi","2020","4","22","04:00","6.3","2.8","31","1028.4"
"Helsinki Kaisaniemi","2020","4","22","05:00","6.6","4.6","61","1029"
"Helsinki Kaisaniemi","2020","4","22","06:00","6","3.9","71","1029.4"
"Helsinki Kaisaniemi","2020","4","22","07:00","5.6","3.7","63","1029.7"
"Helsinki Kaisaniemi","2020","4","22","08:00","6.7","3.8","60","1030"
"Helsinki Kaisaniemi","2020","4","22","09:00","8.2","3.8","68","1030.2"
"Helsinki Kaisaniemi","2020","4","22","10:00","9.5","3.4","108","1030.1"
"Helsinki Kaisaniemi","2020","4","22","11:00","9.4","3.7","117","1029.8"
"Helsinki Kaisaniemi","2020","4","22","12:00","8.6","4.3","147","1029.7"
"Helsinki Kaisaniemi","2020","4","22","13:00","8.4","4","142","1029.5"
"Helsinki Kaisaniemi","2020","4","22","14:00","8.5","3.4","188","1028.9"
"Helsinki Kaisaniemi","2020","4","22","15:00","8.2","3.2","203","1028.1"
"Helsinki Kaisaniemi","2020","4","22","16:00","8","3.6","207","1027.1"
"Helsinki Kaisaniemi","2020","4","22","17:00","8.3","4","206","1026"
"Helsinki Kaisaniemi","2020","4","22","18:00","8.5","3.6","206","1025.3"
"Helsinki Kaisaniemi","2020","4","22","19:00","8.5","4.3","217","1024.1"
"Helsinki Kaisaniemi","2020","4","22","20:00","8.4","3.6","225","1023.2"
"Helsinki Kaisaniemi","2020","4","22","21:00","8.4","3.7","225","1022.7"
"Helsinki Kaisaniemi","2020","4","22","22:00","7.8","2.7","250","1022.2"
"Helsinki Kaisaniemi","2020","4","22","23:00","6.3","1.8","303","1021.6"
"Helsinki Kaisaniemi","2020","4","23","00:00","5.9","2.2","312","1021.1"
"Helsinki Kaisaniemi","2020","4","23","01:00","5.3","2.9","334","1020.9"
"Helsinki Kaisaniemi","2020","4","23","02:00","5.4","2.6","356","1020.7"
"Helsinki Kaisaniemi","2020","4","23","03:00","4.4","2.2","330","1020.4"
"Helsinki Kaisaniemi","2020","4","23","04:00","3.5","2.7","330","1020"
"Helsinki Kaisaniemi","2020","4","23","05:00","3.7","3.3","334","1019.5"
"Helsinki Kaisaniemi","2020","4","23","06:00","3.3","2.4","330","1019.2"
"Helsinki Kaisaniemi","2020","4","23","07:00","3.2","2.2","326","1019.1"
"Helsinki Kaisaniemi","2020","4","23","08:00","5.5","2.4","347","1018.9"
"Helsinki Kaisaniemi","2020","4","23","09:00","7.5","1.7","350","1018.6"
"Helsinki Kaisaniemi","2020","4","23","10:00","9.3","1.2","326","1018.1"
"Helsinki Kaisaniemi","2020","4","23","11:00","10.1","1.4","0","1017.3"
"Helsinki Kaisaniemi","2020","4","23","12:00","9.9","3.1","195","1016.6"
"Helsinki Kaisaniemi","2020","4","23","13:00","9.6","5.1","219","1015.9"
"Helsinki Kaisaniemi","2020","4","23","14:00","9.7","4.6","226","1015.5"
"Helsinki Kaisaniemi","2020","4","23","15:00","9.9","5.1","224","1014.8"
"Helsinki Kaisaniemi","2020","4","23","16:00","10.2","3.8","218","1014"
"Helsinki Kaisaniemi","2020","4","23","17:00","10.9","4.2","219","1013.1"
"Helsinki Kaisaniemi","2020","4","23","18:00","12.2","3.4","263","1012.2"
"Helsinki Kaisaniemi","2020","4","23","19:00","12.9","4","350","1011.3"
"Helsinki Kaisaniemi","2020","4","23","20:00","12","4","353","1010.8"
"Helsinki Kaisaniemi","2020","4","23","21:00","10.7","3.5","7","1010.4"
"Helsinki Kaisaniemi","2020","4","23","22:00","9.9","2.5","3","1010"
"Helsinki Kaisaniemi","2020","4","23","23:00","8.9","2.1","8","1009.6"
"Helsinki Kaisaniemi","2020","4","24","00:00","8.4","1.9","19","1009"
"Helsinki Kaisaniemi","2020","4","24","01:00","7.7","1.6","343","1008.6"
"Helsinki Kaisaniemi","2020","4","24","02:00","7.3","1.6","334","1008.1"
"Helsinki Kaisaniemi","2020","4","24","03:00","6.8","1.3","328","1007.1"
"Helsinki Kaisaniemi","2020","4","24","04:00","6.4","2.8","310","1006.2"
"Helsinki Kaisaniemi","2020","4","24","05:00","5.6","4.5","318","1005.7"
"Helsinki Kaisaniemi","2020","4","24","06:00","4.7","4.5","324","1005"
"Helsinki Kaisaniemi","2020","4","24","07:00","4.7","4.7","317","1004.5"
"Helsinki Kaisaniemi","2020","4","24","08:00","4.8","5.4","319","1004"
"Helsinki Kaisaniemi","2020","4","24","09:00","5.5","5.6","318","1003.7"
"Helsinki Kaisaniemi","2020","4","24","10:00","6.3","5.1","314","1003.5"
"Helsinki Kaisaniemi","2020","4","24","11:00","8.2","5.8","322","1003"
"Helsinki Kaisaniemi","2020","4","24","12:00","9.1","5.5","323","1002.6"
"Helsinki Kaisaniemi","2020","4","24","13:00","9.4","5.5","332","1002.4"
"Helsinki Kaisaniemi","2020","4","24","14:00","10.3","5.4","339","1002.2"
"Helsinki Kaisaniemi","2020","4","24","15:00","9.6","5.5","350","1002.2"
"Helsinki Kaisaniemi","2020","4","24","16:00","9.4","5","343","1002"
"Helsinki Kaisaniemi","2020","4","24","17:00","9.5","5.4","328","1001.7"
"Helsinki Kaisaniemi","2020","4","24","18:00","8","5.5","353","1001.9"
"Helsinki Kaisaniemi","2020","4","24","19:00","7.9","4.7","350","1001.7"
"Helsinki Kaisaniemi","2020","4","24","20:00","8","4.5","346","1001.4"
"Helsinki Kaisaniemi","2020","4","24","21:00","7.4","3.6","327","1001.3"
"Helsinki Kaisaniemi","2020","4","24","22:00","6.9","3.8","333","1001.4"
"Helsinki Kaisaniemi","2020","4","24","23:00","5.9","3.9","336","1001.7"
"Helsinki Kaisaniemi","2020","4","25","00:00","5.1","4.5","347","1001.9"
"Helsinki Kaisaniemi","2020","4","25","01:00","3.8","4.8","355","1002.3"
"Helsinki Kaisaniemi","2020","4","25","02:00","2.6","4.5","357","1002.6"
"Helsinki Kaisaniemi","2020","4","25","03:00","1.5","3.4","2","1003.1"
"Helsinki Kaisaniemi","2020","4","25","04:00","0.6","3.2","354","1003.3"
"Helsinki Kaisaniemi","2020","4","25","05:00","-0.3","3.2","348","1003.5"
"Helsinki Kaisaniemi","2020","4","25","06:00","-0.7","3.4","342","1003.6"
"Helsinki Kaisaniemi","2020","4","25","07:00","-0.6","3.1","342","1003.8"
"Helsinki Kaisaniemi","2020","4","25","08:00","0.4","3.8","346","1003.8"
"Helsinki Kaisaniemi","2020","4","25","09:00","2.2","3.2","360","1003.8"
"Helsinki Kaisaniemi","2020","4","25","10:00","3.4","4","349","1003.8"
"Helsinki Kaisaniemi","2020","4","25","11:00","4.5","4.3","339","1003.6"
"Helsinki Kaisaniemi","2020","4","25","12:00","5.6","3.9","337","1003.3"
"Helsinki Kaisaniemi","2020","4","25","13:00","6.5","4.3","308","1002.9"
"Helsinki Kaisaniemi","2020","4","25","14:00","7.1","5.1","278","1002.5"
"Helsinki Kaisaniemi","2020","4","25","15:00","7.9","5.4","296","1002"
"Helsinki Kaisaniemi","2020","4","25","16:00","8.1","5.2","287","1001.5"
"Helsinki Kaisaniemi","2020","4","25","17:00","8.8","5.4","307","1000.8"
"Helsinki Kaisaniemi","2020","4","25","18:00","8.7","5.7","294","1000.4"
"Helsinki Kaisaniemi","2020","4","25","19:00","7","5.5","286","1000.4"
"Helsinki Kaisaniemi","2020","4","25","20:00","6","4.8","322","1000.3"
"Helsinki Kaisaniemi","2020","4","25","21:00","5.7","3.7","299","1000.2"
"Helsinki Kaisaniemi","2020","4","25","22:00","5.6","3.5","297","1000.4"
"Helsinki Kaisaniemi","2020","4","25","23:00","4.7","3.9","315","1000.6"
"Helsinki Kaisaniemi","2020","4","26","00:00","4.4","3.6","302","1000.7"
"Helsinki Kaisaniemi","2020","4","26","01:00","4.1","4.5","311","1001"
"Helsinki Kaisaniemi","2020","4","26","02:00","2.8","4.4","319","1001.4"
"Helsinki Kaisaniemi","2020","4","26","03:00","1.8","3.7","328","1001.6"
"Helsinki Kaisaniemi","2020","4","26","04:00","0.8","3","323","1001.8"
"Helsinki Kaisaniemi","2020","4","26","05:00","0.9","3.1","316","1002"
"Helsinki Kaisaniemi","2020","4","26","06:00","0.3","3","318","1002.1"
"Helsinki Kaisaniemi","2020","4","26","07:00","0.5","2.5","319","1002.1"
"Helsinki Kaisaniemi","2020","4","26","08:00","2","2.3","316","1002.3"
"Helsinki Kaisaniemi","2020","4","26","09:00","4.1","2.3","317","1002.3"
"Helsinki Kaisaniemi","2020","4","26","10:00","6","2.8","283","1002.3"
"Helsinki Kaisaniemi","2020","4","26","11:00","7.2","2.8","269","1002.5"
"Helsinki Kaisaniemi","2020","4","26","12:00","7.6","3.8","249","1002.8"
"Helsinki Kaisaniemi","2020","4","26","13:00","7.9","3.9","294","1002.9"
"Helsinki Kaisaniemi","2020","4","26","14:00","7.8","5.2","239","1003"
"Helsinki Kaisaniemi","2020","4","26","15:00","7","5.2","227","1003.2"
