"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila keskiarvo [°C]","Pilvisyys [1/8]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]","Tuulen suunta keskiarvo [°]","Keskituulen nopeus keskiarvo [m/s]"
"Helsinki Kaisaniemi","2024","4","11","06:00","5.7","Selkeää (0/8)","1013.5","253","4.2"
"Helsinki Kaisaniemi","2024","4","11","07:00","5.7","Selkeää (0/8)","1014.2","256.4","4.4"
"Helsinki Kaisaniemi","2024","4","11","08:00","6","Selkeää (0/8)","1014.8","253.6","4.4"
"Helsinki Kaisaniemi","2024","4","11","09:00","6.8","Selkeää (0/8)","1015.2","257.5","5.3"
"Helsinki Kaisaniemi","2024","4","11","10:00","8.1","Selkeää (0/8)","1015.4","271","5.6"
"Helsinki Kaisaniemi","2024","4","11","11:00","6.9","Selkeää (0/8)","1015.8","237.9","5.6"
"Helsinki Kaisaniemi","2024","4","11","12:00","6.2","Selkeää (0/8)","1016","217.2","6.6"
"Helsinki Kaisaniemi","2024","4","11","13:00","5.5","Puolipilvistä (5/8)","1016.2","219.3","7.7"
"Helsinki Kaisaniemi","2024","4","11","14:00","6.1","Selkeää (0/8)","1016.4","221.1","7.3"
"Helsinki Kaisaniemi","2024","4","11","15:00","6.3","Selkeää (1/8)","1016.5","229.4","7.5"
"Helsinki Kaisaniemi","2024","4","11","16:00","6.3","Melko pilvistä (7/8)","1016.3","233.9","7"
"Helsinki Kaisaniemi","2024","4","11","17:00","5.6","Pilvistä (8/8)","1016","235.7","7"
"Helsinki Kaisaniemi","2024","4","11","18:00","5.4","Pilvistä (8/8)","1015","232.4","5"
"Helsinki Kaisaniemi","2024","4","11","19:00","5.7","Pilvistä (8/8)","1013.2","228.5","4.4"
"Helsinki Kaisaniemi","2024","4","11","20:00","5.3","Pilvistä (8/8)","1011.7","229.5","6.1"
"Helsinki Kaisaniemi","2024","4","11","21:00","4.9","Pilvistä (8/8)","1010.5","229.3","7"
"Helsinki Kaisaniemi","2024","4","11","22:00","4.7","Pilvistä (8/8)","1009.4","227.2","6.1"
"Helsinki Kaisaniemi","2024","4","11","23:00","5","Pilvistä (8/8)","1008.3","238.8","7.1"
"Helsinki Kaisaniemi","2024","4","12","00:00","5.2","Pilvistä (8/8)","1007.6","245.8","5.2"
"Helsinki Kaisaniemi","2024","4","12","01:00","5.9","Pilvistä (8/8)","1007.6","250.1","4.4"
"Helsinki Kaisaniemi","2024","4","12","02:00","6.8","Melko pilvistä (7/8)","1008.1","253.5","4.1"
"Helsinki Kaisaniemi","2024","4","12","03:00","7.1","Puolipilvistä (4/8)","1008.5","273.1","6.3"
"Helsinki Kaisaniemi","2024","4","12","04:00","6.8","Melko pilvistä (6/8)","1009.2","272","4.9"
"Helsinki Kaisaniemi","2024","4","12","05:00","6.9","Melko pilvistä (7/8)","1009.9","268.7","4.8"
"Helsinki Kaisaniemi","2024","4","12","06:00","6.3","Melko pilvistä (7/8)","1009.9","263.3","3.3"
"Helsinki Kaisaniemi","2024","4","12","07:00","7.3","Melko pilvistä (7/8)","1010.3","277.5","4.9"
"Helsinki Kaisaniemi","2024","4","12","08:00","7.6","Melko selkeää (3/8)","1011","282.7","4.2"
"Helsinki Kaisaniemi","2024","4","12","09:00","8.5","Puolipilvistä (5/8)","1011.4","291.9","4.7"
"Helsinki Kaisaniemi","2024","4","12","10:00","8.9","Pilvistä (8/8)","1012.3","309.3","6.7"
"Helsinki Kaisaniemi","2024","4","12","11:00","8.4","Melko pilvistä (7/8)","1013.1","301.6","6.7"
"Helsinki Kaisaniemi","2024","4","12","12:00","9.1","Melko pilvistä (7/8)","1013.9","294.7","5.7"
"Helsinki Kaisaniemi","2024","4","12","13:00","10.1","Puolipilvistä (5/8)","1014.4","297.2","6.9"
"Helsinki Kaisaniemi","2024","4","12","14:00","11.1","Puolipilvistä (5/8)","1014.7","287.9","7"
"Helsinki Kaisaniemi","2024","4","12","15:00","10.9","Selkeää (1/8)","1015","289.1","6"
"Helsinki Kaisaniemi","2024","4","12","16:00","11.7","Melko selkeää (2/8)","1015.1","298.8","6.3"
"Helsinki Kaisaniemi","2024","4","12","17:00","12.5","Selkeää (0/8)","1014.8","290.5","4.1"
"Helsinki Kaisaniemi","2024","4","12","18:00","10.1","Selkeää (0/8)","1014.7","219.7","4.4"
"Helsinki Kaisaniemi","2024","4","12","19:00","10.1","Selkeää (0/8)","1014.3","224","3.5"
"Helsinki Kaisaniemi","2024","4","12","20:00","9.2","Selkeää (0/8)","1014.2","231.1","3.5"
"Helsinki Kaisaniemi","2024","4","12","21:00","9.1","Puolipilvistä (4/8)","1013.9","252.1","3.9"
"Helsinki Kaisaniemi","2024","4","12","22:00","8.3","Melko pilvistä (6/8)","1013.9","258.6","3.5"
"Helsinki Kaisaniemi","2024","4","12","23:00","7.6","Selkeää (0/8)","1013.8","258.3","2.9"
"Helsinki Kaisaniemi","2024","4","13","00:00","6.8","Selkeää (0/8)","1013.6","244.8","3.8"
"Helsinki Kaisaniemi","2024","4","13","01:00","5","Selkeää (0/8)","1013","233.9","4.4"
"Helsinki Kaisaniemi","2024","4","13","02:00","4.3","Puolipilvistä (4/8)","1012.9","236.9","3"
"Helsinki Kaisaniemi","2024","4","13","03:00","3.6","Pilvistä (8/8)","1012.6","236.5","2.6"
"Helsinki Kaisaniemi","2024","4","13","04:00","3.3","Pilvisyyttä ei voida määrittää (9/8)","1012.1","260.4","2.3"
"Helsinki Kaisaniemi","2024","4","13","05:00","3.5","Pilvistä (8/8)","1011.9","254","1.9"
"Helsinki Kaisaniemi","2024","4","13","06:00","3.5","Pilvistä (8/8)","1011.5","239.1","1.7"
"Helsinki Kaisaniemi","2024","4","13","07:00","3.7","Pilvistä (8/8)","1011.3","230.7","1.8"
"Helsinki Kaisaniemi","2024","4","13","08:00","3.5","Pilvistä (8/8)","1011.3","225.1","2.2"
"Helsinki Kaisaniemi","2024","4","13","09:00","4","Pilvistä (8/8)","1011.4","263.3","1.9"
"Helsinki Kaisaniemi","2024","4","13","10:00","4.4","Pilvistä (8/8)","1011.1","230.9","3"
"Helsinki Kaisaniemi","2024","4","13","11:00","4.6","Pilvistä (8/8)","1011.1","246.3","2.9"
"Helsinki Kaisaniemi","2024","4","13","12:00","5.4","Pilvistä (8/8)","1011.1","235.5","3.4"
"Helsinki Kaisaniemi","2024","4","13","13:00","6.6","Pilvistä (8/8)","1010.9","229","3.2"
"Helsinki Kaisaniemi","2024","4","13","14:00","6.1","Pilvistä (8/8)","1010.6","213.9","3.7"
"Helsinki Kaisaniemi","2024","4","13","15:00","6","Pilvistä (8/8)","1010.2","216.6","4.2"
"Helsinki Kaisaniemi","2024","4","13","16:00","6.7","Pilvistä (8/8)","1009.5","230.8","3.8"
"Helsinki Kaisaniemi","2024","4","13","17:00","6.2","Pilvistä (8/8)","1008.9","229.3","4.7"
"Helsinki Kaisaniemi","2024","4","13","18:00","5.4","Pilvistä (8/8)","1008.3","226.7","4.6"
"Helsinki Kaisaniemi","2024","4","13","19:00","5.4","Pilvistä (8/8)","1007.5","222.8","4.3"
"Helsinki Kaisaniemi","2024","4","13","20:00","5.2","Pilvistä (8/8)","1006.8","230.7","4.3"
"Helsinki Kaisaniemi","2024","4","13","21:00","5.7","Pilvistä (8/8)","1006.3","237","4.9"
"Helsinki Kaisaniemi","2024","4","13","22:00","5.6","Pilvistä (8/8)","1005.7","235.4","4.1"
"Helsinki Kaisaniemi","2024","4","13","23:00","5.4","Pilvistä (8/8)","1005.2","241.7","3.4"
"Helsinki Kaisaniemi","2024","4","14","00:00","5.3","Pilvistä (8/8)","1004.8","243.8","3.2"
"Helsinki Kaisaniemi","2024","4","14","01:00","4.8","Pilvistä (8/8)","1004.3","237.4","2.6"
"Helsinki Kaisaniemi","2024","4","14","02:00","4","Pilvisyyttä ei voida määrittää (9/8)","1004.2","229","3.2"
"Helsinki Kaisaniemi","2024","4","14","03:00","4","Pilvisyyttä ei voida määrittää (9/8)","1003.8","251.5","3.4"
"Helsinki Kaisaniemi","2024","4","14","04:00","3.8","Pilvisyyttä ei voida määrittää (9/8)","1003","248.3","3"
"Helsinki Kaisaniemi","2024","4","14","05:00","3.3","Pilvisyyttä ei voida määrittää (9/8)","1002.3","221.4","2.4"
"Helsinki Kaisaniemi","2024","4","14","06:00","3.1","Pilvistä (8/8)","1001.8","241.7","2.5"
"Helsinki Kaisaniemi","2024","4","14","07:00","3.7","Pilvistä (8/8)","1001.1","234.3","3.4"
"Helsinki Kaisaniemi","2024","4","14","08:00","4","Pilvistä (8/8)","1000.5","230.9","4.7"
"Helsinki Kaisaniemi","2024","4","14","09:00","4.2","Pilvistä (8/8)","999.4","226.1","4.3"
"Helsinki Kaisaniemi","2024","4","14","10:00","4.6","Pilvistä (8/8)","998.3","213.5","3.8"
"Helsinki Kaisaniemi","2024","4","14","11:00","5.2","Pilvistä (8/8)","997.2","204.8","4.8"
"Helsinki Kaisaniemi","2024","4","14","12:00","5.8","Melko pilvistä (7/8)","996.3","197.1","4.5"
"Helsinki Kaisaniemi","2024","4","14","13:00","6.4","Pilvistä (8/8)","995.1","188.3","4.2"
"Helsinki Kaisaniemi","2024","4","14","14:00","6.3","Pilvistä (8/8)","994","154.4","3.3"
"Helsinki Kaisaniemi","2024","4","14","15:00","6.2","Pilvistä (8/8)","992.7","125","3.3"
"Helsinki Kaisaniemi","2024","4","14","16:00","6.2","Pilvistä (8/8)","991.9","139.2","3.6"
"Helsinki Kaisaniemi","2024","4","14","17:00","5.1","Pilvistä (8/8)","991.7","219.9","4"
"Helsinki Kaisaniemi","2024","4","14","18:00","4.9","Melko pilvistä (7/8)","991.6","236.4","3.5"
"Helsinki Kaisaniemi","2024","4","14","19:00","4.6","Melko pilvistä (7/8)","991.3","232.4","3.6"
"Helsinki Kaisaniemi","2024","4","14","20:00","4.4","Melko pilvistä (7/8)","990.7","226.3","4"
"Helsinki Kaisaniemi","2024","4","14","21:00","3.9","Pilvistä (8/8)","990.7","220","3.6"
"Helsinki Kaisaniemi","2024","4","14","22:00","3.7","Pilvistä (8/8)","990.1","217","3.1"
"Helsinki Kaisaniemi","2024","4","14","23:00","3.7","Pilvistä (8/8)","989.6","217.1","2"
"Helsinki Kaisaniemi","2024","4","15","00:00","3.7","Pilvistä (8/8)","989.2","118.7","0.9"
"Helsinki Kaisaniemi","2024","4","15","01:00","3.6","Pilvistä (8/8)","989.1","50.2","1.1"
"Helsinki Kaisaniemi","2024","4","15","02:00","3.4","Melko pilvistä (7/8)","989.2","11.2","1.8"
"Helsinki Kaisaniemi","2024","4","15","03:00","3.7","Pilvistä (8/8)","989.4","341.6","3"
"Helsinki Kaisaniemi","2024","4","15","04:00","4","Pilvistä (8/8)","989.4","330.2","3.3"
"Helsinki Kaisaniemi","2024","4","15","05:00","4.3","Pilvistä (8/8)","989.3","316.1","3.8"
"Helsinki Kaisaniemi","2024","4","15","06:00","4.7","Pilvistä (8/8)","989.5","325.7","5.2"
"Helsinki Kaisaniemi","2024","4","15","07:00","4.8","Melko pilvistä (7/8)","990.2","333.7","5.7"
"Helsinki Kaisaniemi","2024","4","15","08:00","4.6","Melko pilvistä (7/8)","991.2","339","6.1"
"Helsinki Kaisaniemi","2024","4","15","09:00","4.4","Melko pilvistä (7/8)","992","342","5.8"
"Helsinki Kaisaniemi","2024","4","15","10:00","5.1","Melko pilvistä (7/8)","992.8","333.4","6.2"
"Helsinki Kaisaniemi","2024","4","15","11:00","6.4","Melko pilvistä (7/8)","993.4","330.7","6"
"Helsinki Kaisaniemi","2024","4","15","12:00","7.8","Pilvistä (8/8)","994","330.3","7"
"Helsinki Kaisaniemi","2024","4","15","13:00","7.9","Pilvistä (8/8)","994.7","321","6.5"
"Helsinki Kaisaniemi","2024","4","15","14:00","9.4","Melko pilvistä (7/8)","995.2","329.8","6.7"
"Helsinki Kaisaniemi","2024","4","15","15:00","9.6","Melko pilvistä (7/8)","995.7","335.3","5.9"
"Helsinki Kaisaniemi","2024","4","15","16:00","10","Melko pilvistä (7/8)","996","280.8","3.6"
"Helsinki Kaisaniemi","2024","4","15","17:00","10.5","Melko pilvistä (7/8)","996.2","215.6","3.7"
"Helsinki Kaisaniemi","2024","4","15","18:00","10.9","Melko pilvistä (6/8)","996.5","183.7","2.8"
"Helsinki Kaisaniemi","2024","4","15","19:00","10.7","Pilvistä (8/8)","996.8","346.3","2.1"
"Helsinki Kaisaniemi","2024","4","15","20:00","8.1","Melko pilvistä (7/8)","997.1","131.2","2.9"
"Helsinki Kaisaniemi","2024","4","15","21:00","7.2","Melko pilvistä (7/8)","997.4","132.1","2"
"Helsinki Kaisaniemi","2024","4","15","22:00","7","Puolipilvistä (4/8)","997.7","151.7","1.2"
"Helsinki Kaisaniemi","2024","4","15","23:00","5.5","Selkeää (1/8)","997.9","149.5","0.5"
"Helsinki Kaisaniemi","2024","4","16","00:00","4.2","Selkeää (0/8)","997.8","0","0"
"Helsinki Kaisaniemi","2024","4","16","01:00","3.2","Selkeää (0/8)","997.8","130.4","0.3"
"Helsinki Kaisaniemi","2024","4","16","02:00","2.5","Selkeää (0/8)","997.7","311.4","1.6"
"Helsinki Kaisaniemi","2024","4","16","03:00","2.4","Selkeää (0/8)","997.6","344.8","2.4"
"Helsinki Kaisaniemi","2024","4","16","04:00","2.8","Melko pilvistä (7/8)","997.6","217.5","1.9"
"Helsinki Kaisaniemi","2024","4","16","05:00","3.4","Melko pilvistä (7/8)","997.7","182.9","1.5"
"Helsinki Kaisaniemi","2024","4","16","06:00","3.1","Puolipilvistä (5/8)","997.7","119.3","2"
"Helsinki Kaisaniemi","2024","4","16","07:00","3.6","Pilvistä (8/8)","997.5","32.3","3.4"
"Helsinki Kaisaniemi","2024","4","16","08:00","4.1","Melko pilvistä (6/8)","997.6","50.2","2.9"
"Helsinki Kaisaniemi","2024","4","16","09:00","4.7","Melko pilvistä (7/8)","998","42.3","2.5"
"Helsinki Kaisaniemi","2024","4","16","10:00","5.4","Pilvistä (8/8)","997.9","52.4","2.8"
"Helsinki Kaisaniemi","2024","4","16","11:00","5.7","Pilvistä (8/8)","997.9","63.1","2.3"
"Helsinki Kaisaniemi","2024","4","16","12:00","6.1","Pilvistä (8/8)","998.1","106.8","2.8"
"Helsinki Kaisaniemi","2024","4","16","13:00","6","Melko pilvistä (7/8)","998.2","134.3","2.4"
"Helsinki Kaisaniemi","2024","4","16","14:00","4.9","Pilvistä (8/8)","998.6","151.5","2.8"
"Helsinki Kaisaniemi","2024","4","16","15:00","5.1","Puolipilvistä (5/8)","998.7","140.1","2.4"
"Helsinki Kaisaniemi","2024","4","16","16:00","6.4","Pilvistä (8/8)","998.5","129.2","1.6"
"Helsinki Kaisaniemi","2024","4","16","17:00","5.4","Melko pilvistä (7/8)","998.6","169.6","2.4"
"Helsinki Kaisaniemi","2024","4","16","18:00","4.5","Pilvistä (8/8)","998.8","160.6","2"
"Helsinki Kaisaniemi","2024","4","16","19:00","4.3","Pilvistä (8/8)","998.7","218.9","1.2"
"Helsinki Kaisaniemi","2024","4","16","20:00","4.1","Melko pilvistä (7/8)","998.8","184.2","1"
"Helsinki Kaisaniemi","2024","4","16","21:00","4.2","Pilvistä (8/8)","999","322.9","0.8"
"Helsinki Kaisaniemi","2024","4","16","22:00","4.5","Pilvistä (8/8)","999.1","115.8","0.9"
"Helsinki Kaisaniemi","2024","4","16","23:00","4.7","Pilvistä (8/8)","999","62.6","1.2"
"Helsinki Kaisaniemi","2024","4","17","00:00","4.6","Pilvistä (8/8)","998.8","69.1","1.8"
"Helsinki Kaisaniemi","2024","4","17","01:00","4.5","Pilvistä (8/8)","998.8","181","2.1"
"Helsinki Kaisaniemi","2024","4","17","02:00","4.4","Pilvistä (8/8)","998.9","56.8","2.3"
"Helsinki Kaisaniemi","2024","4","17","03:00","4.1","Melko pilvistä (7/8)","999.1","30.9","2.8"
"Helsinki Kaisaniemi","2024","4","17","04:00","3.9","Pilvistä (8/8)","999.2","24.7","2.4"
"Helsinki Kaisaniemi","2024","4","17","05:00","3.7","Melko pilvistä (7/8)","999.5","21.6","2.6"
"Helsinki Kaisaniemi","2024","4","17","06:00","3.5","Melko pilvistä (7/8)","999.7","13.3","2.4"
"Helsinki Kaisaniemi","2024","4","17","07:00","3.6","Pilvistä (8/8)","1000.1","21","2.5"
"Helsinki Kaisaniemi","2024","4","17","08:00","3.9","Pilvistä (8/8)","1000.5","29.9","3.2"
"Helsinki Kaisaniemi","2024","4","17","09:00","4.2","Pilvistä (8/8)","1000.8","32.7","2.9"
"Helsinki Kaisaniemi","2024","4","17","10:00","4.1","Pilvistä (8/8)","1001.3","50.8","4"
"Helsinki Kaisaniemi","2024","4","17","11:00","3.9","Pilvistä (8/8)","1002","49.4","4.1"
"Helsinki Kaisaniemi","2024","4","17","12:00","3.7","Pilvistä (8/8)","1002.7","-","-"
"Helsinki Kaisaniemi","2024","4","17","13:00","3.6","Pilvistä (8/8)","1003.2","74.1","3.1"
"Helsinki Kaisaniemi","2024","4","17","14:00","3.4","Pilvistä (8/8)","1004","119.8","3"
"Helsinki Kaisaniemi","2024","4","17","15:00","3","Pilvistä (8/8)","1004.6","120.9","3.2"
"Helsinki Kaisaniemi","2024","4","17","16:00","2.5","Pilvistä (8/8)","1005.3","121","3"
"Helsinki Kaisaniemi","2024","4","17","17:00","2.1","Pilvistä (8/8)","1005.8","127.5","2.9"
"Helsinki Kaisaniemi","2024","4","17","18:00","1.8","Pilvistä (8/8)","1006.4","119.5","1.9"
"Helsinki Kaisaniemi","2024","4","17","19:00","1.3","Pilvistä (8/8)","1006.9","113.7","2"
"Helsinki Kaisaniemi","2024","4","17","20:00","1.4","Pilvistä (8/8)","1007.3","122.8","1.5"
"Helsinki Kaisaniemi","2024","4","17","21:00","1.6","Pilvistä (8/8)","1007.9","116.5","2.1"
"Helsinki Kaisaniemi","2024","4","17","22:00","1.4","Pilvistä (8/8)","1008.6","72.3","2.7"
"Helsinki Kaisaniemi","2024","4","17","23:00","1.1","Pilvistä (8/8)","1009.1","52.9","3"
"Helsinki Kaisaniemi","2024","4","18","00:00","0.9","Pilvistä (8/8)","1009.5","55.2","3.6"
"Helsinki Kaisaniemi","2024","4","18","01:00","0.6","Pilvistä (8/8)","1010.1","55.3","3.7"
"Helsinki Kaisaniemi","2024","4","18","02:00","0.3","Pilvistä (8/8)","1010.7","59","3.7"
"Helsinki Kaisaniemi","2024","4","18","03:00","-0.1","Pilvistä (8/8)","1011.1","58.2","3.1"
"Helsinki Kaisaniemi","2024","4","18","04:00","-0.4","Pilvistä (8/8)","1011.7","56.2","3.3"
"Helsinki Kaisaniemi","2024","4","18","05:00","-0.6","Pilvistä (8/8)","1011.8","59.8","3.4"
"Helsinki Kaisaniemi","2024","4","18","06:00","-1","Pilvistä (8/8)","1012","58.6","3.4"
"Helsinki Kaisaniemi","2024","4","18","07:00","-1","Pilvistä (8/8)","1012.4","53.9","3.2"
"Helsinki Kaisaniemi","2024","4","18","08:00","-0.9","Pilvistä (8/8)","1012.9","51.9","3.9"
"Helsinki Kaisaniemi","2024","4","18","09:00","-0.4","Melko pilvistä (7/8)","1013.3","50.2","4"
"Helsinki Kaisaniemi","2024","4","18","10:00","-0.2","Pilvistä (8/8)","1013.8","61","3.4"
"Helsinki Kaisaniemi","2024","4","18","11:00","0.7","Pilvistä (8/8)","1014.3","65.4","3.6"
"Helsinki Kaisaniemi","2024","4","18","12:00","1.4","Pilvistä (8/8)","1014.4","64.7","2.9"
"Helsinki Kaisaniemi","2024","4","18","13:00","1.6","Pilvistä (8/8)","1014.5","107.5","3.6"
"Helsinki Kaisaniemi","2024","4","18","14:00","1.4","Pilvistä (8/8)","1014.6","118.2","3.7"
"Helsinki Kaisaniemi","2024","4","18","15:00","1","Pilvistä (8/8)","1014.9","115.9","3.6"
"Helsinki Kaisaniemi","2024","4","18","16:00","1.1","Melko pilvistä (7/8)","1014.8","121.4","3"
"Helsinki Kaisaniemi","2024","4","18","17:00","1.2","Melko pilvistä (6/8)","1014.5","141.5","2.9"
"Helsinki Kaisaniemi","2024","4","18","18:00","1.8","Melko pilvistä (7/8)","1014.3","148.5","2.3"
"Helsinki Kaisaniemi","2024","4","18","19:00","1.6","Melko selkeää (2/8)","1014.3","204.8","2.7"
"Helsinki Kaisaniemi","2024","4","18","20:00","0.8","Pilvistä (8/8)","1014.4","177.8","2.9"
"Helsinki Kaisaniemi","2024","4","18","21:00","0.5","Pilvistä (8/8)","1014.8","158.8","2.7"
"Helsinki Kaisaniemi","2024","4","18","22:00","0.5","Pilvistä (8/8)","1014.9","150.6","2.4"
"Helsinki Kaisaniemi","2024","4","18","23:00","0.4","Pilvistä (8/8)","1014.8","123.4","2.8"
"Helsinki Kaisaniemi","2024","4","19","00:00","0.3","Pilvistä (8/8)","1014.5","99.6","2.3"
"Helsinki Kaisaniemi","2024","4","19","01:00","0.2","Pilvistä (8/8)","1014.2","79.7","2.7"
"Helsinki Kaisaniemi","2024","4","19","02:00","-0.4","Selkeää (1/8)","1013.7","63.4","3.9"
"Helsinki Kaisaniemi","2024","4","19","03:00","-1.2","Selkeää (0/8)","1013.3","51.2","3.3"
"Helsinki Kaisaniemi","2024","4","19","04:00","-1.8","Selkeää (0/8)","1013","51.1","3.4"
"Helsinki Kaisaniemi","2024","4","19","05:00","-2.3","Selkeää (0/8)","1012.5","44.2","3.6"
"Helsinki Kaisaniemi","2024","4","19","06:00","-2.7","Melko selkeää (2/8)","1012.1","41.3","3.6"
"Helsinki Kaisaniemi","2024","4","19","07:00","-2.9","Melko selkeää (2/8)","1011.7","42.7","3.6"
"Helsinki Kaisaniemi","2024","4","19","08:00","-2.4","Selkeää (0/8)","1011.4","47.8","3.9"
"Helsinki Kaisaniemi","2024","4","19","09:00","-2.1","Pilvistä (8/8)","1010.8","46.8","4.3"
"Helsinki Kaisaniemi","2024","4","19","10:00","-2","Pilvistä (8/8)","1010","46.7","4.4"
"Helsinki Kaisaniemi","2024","4","19","11:00","-1.9","Pilvistä (8/8)","1009.6","46.2","4.8"
"Helsinki Kaisaniemi","2024","4","19","12:00","-1.6","Pilvistä (8/8)","1008.9","35.9","4.4"
"Helsinki Kaisaniemi","2024","4","19","13:00","-1.3","Pilvistä (8/8)","1008.1","26.8","4.4"
"Helsinki Kaisaniemi","2024","4","19","14:00","-1.1","Pilvistä (8/8)","1007.4","33.6","4.9"
"Helsinki Kaisaniemi","2024","4","19","15:00","-0.6","Pilvistä (8/8)","1006.7","37.2","4.7"
"Helsinki Kaisaniemi","2024","4","19","16:00","-0.3","Pilvistä (8/8)","1006.3","35.9","4.2"
"Helsinki Kaisaniemi","2024","4","19","17:00","-0.5","Pilvistä (8/8)","1005.9","25.4","4.3"
"Helsinki Kaisaniemi","2024","4","19","18:00","-0.7","Pilvistä (8/8)","1005.5","152.5","4.3"
"Helsinki Kaisaniemi","2024","4","19","19:00","-1.2","Pilvistä (8/8)","1005.3","9.1","4"
"Helsinki Kaisaniemi","2024","4","19","20:00","-2.1","Pilvistä (8/8)","1005.1","17.8","4.1"
"Helsinki Kaisaniemi","2024","4","19","21:00","-2.8","Pilvistä (8/8)","1005","10.6","3.7"
"Helsinki Kaisaniemi","2024","4","19","22:00","-3.1","Pilvistä (8/8)","1004.7","317.3","3.5"
"Helsinki Kaisaniemi","2024","4","19","23:00","-3.2","Pilvistä (8/8)","1004.1","331.2","4.1"
"Helsinki Kaisaniemi","2024","4","20","00:00","-3.3","Pilvistä (8/8)","1003.7","331.2","4.6"
"Helsinki Kaisaniemi","2024","4","20","01:00","-3.4","Pilvistä (8/8)","1003.4","329","4.1"
"Helsinki Kaisaniemi","2024","4","20","02:00","-3.4","Pilvistä (8/8)","1003","325.1","4.1"
"Helsinki Kaisaniemi","2024","4","20","03:00","-3.5","Pilvistä (8/8)","1002.9","326.6","4"
"Helsinki Kaisaniemi","2024","4","20","04:00","-3.4","Pilvistä (8/8)","1003","318.3","3.5"
"Helsinki Kaisaniemi","2024","4","20","05:00","-3.5","Pilvistä (8/8)","1003.2","313.3","3.4"
"Helsinki Kaisaniemi","2024","4","20","06:00","-3.3","Pilvistä (8/8)","1003.3","315.3","3.3"
"Helsinki Kaisaniemi","2024","4","20","07:00","-3.2","Pilvistä (8/8)","1003.5","321.1","3.1"
"Helsinki Kaisaniemi","2024","4","20","08:00","-2.7","Pilvistä (8/8)","1004","315.7","2.6"
"Helsinki Kaisaniemi","2024","4","20","09:00","-2","Pilvistä (8/8)","1004.4","333.3","2.7"
"Helsinki Kaisaniemi","2024","4","20","10:00","-1.6","Pilvistä (8/8)","1005.1","305.2","1.3"
"Helsinki Kaisaniemi","2024","4","20","11:00","-1.5","Pilvistä (8/8)","1005.9","298.1","1.8"
"Helsinki Kaisaniemi","2024","4","20","12:00","-1","Pilvistä (8/8)","1006.7","261.3","1.9"
"Helsinki Kaisaniemi","2024","4","20","13:00","-0.4","Melko pilvistä (7/8)","1007.5","254.7","2.2"
"Helsinki Kaisaniemi","2024","4","20","14:00","-0.2","Pilvistä (8/8)","1008.4","229.4","2.9"
"Helsinki Kaisaniemi","2024","4","20","15:00","-0.8","Pilvistä (8/8)","1009.4","223.4","3"
"Helsinki Kaisaniemi","2024","4","20","16:00","-0.8","Pilvistä (8/8)","1010.4","275.5","2.2"
"Helsinki Kaisaniemi","2024","4","20","17:00","0","Pilvistä (8/8)","1011.4","243.2","2.2"
